Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,Mz_L1
         0.29, -0.00209199683741, 0.216092392802, -0.133556753397, -178.010192871, 197.639526367, 6817.86767578, 3.46758508682, -8.94917678833
        0.291, -0.00217696861364, 0.237766191363, -0.134400010109, -188.958053589, 194.731262207, 6875.14746094, 3.56373667717, -8.82075214386
        0.292, -0.0022310889326, 0.256875097752, -0.134596094489, -200.194778442, 191.415710449, 6925.18994141, 3.63419961929, -8.66933727264
        0.293, -0.0022531747818, 0.273712307215, -0.134221419692, -211.196060181, 187.662109375, 6968.67919922, 3.68211865425, -8.49401760101
        0.294, -0.00224315631203, 0.289237827063, -0.133334100246, -221.448196411, 183.440658569, 7006.13720703, 3.71000409126, -8.29387283325
        0.295, -0.0022039974574, 0.304046213627, -0.131959676743, -230.479507446, 178.718154907, 7037.77929688, 3.71903657913, -8.06782436371
        0.296, -0.00214109616354, 0.318383306265, -0.130110532045, -237.92539978, 173.476852417, 7063.70751953, 3.70975399017, -7.81556129456
        0.297, -0.00206138240173, 0.332290321589, -0.127793386579, -243.56199646, 167.719055176, 7083.98388672,  3.6823387146, -7.53775548935
        0.298, -0.00197234866209, 0.345763206482, -0.125013440847, -247.318161011, 161.466140747, 7098.67529297, 3.63681840897, -7.23599672318
        0.299, -0.00188136950601, 0.35878649354, -0.121774733067, -249.140518188, 154.742721558, 7107.84960938, 3.57322025299, -6.91204881668
          0.3, -0.0017965931911, 0.37132871151, -0.118082739413, -248.870300293, 147.566894531, 7111.58447266,   3.491771698, -6.56738042831
        0.301, -0.00172522629146, 0.383351355791, -0.11394097656, -247.070205688, 140.012252808,    7109.96875, 3.39218258858, -6.20595121384
        0.302, -0.00167180970311, 0.394799292088, -0.109353482723, -244.30670166, 132.142440796, 7103.10742188, 3.27435541153, -5.83122444153
        0.303, -0.00163846602663, 0.405619293451, -0.104326553643, -241.13961792, 124.010749817, 7091.12548828, 3.13846063614, -5.44613075256
        0.304, -0.00162507896312, 0.415765911341, -0.0988687053323, -238.062164307,  115.65561676, 7074.16650391,  2.9849717617, -5.05286550522
        0.305, -0.0016297029797, 0.425201177597, -0.092990770936, -235.458572388, 107.098388672,   7052.390625, 2.81468176842, -4.65278530121
        0.306, -0.00164909986779, 0.433894217014, -0.0867058485746, -233.58013916,  98.343711853, 7025.97363281, 2.62868499756, -4.24644041061
        0.307, -0.00167932594195, 0.441820591688, -0.0800291225314, -232.539733887, 89.3831329346, 6995.10498047, 2.42832374573, -3.83376049995
        0.308, -0.00171629409306, 0.448961704969, -0.0729774981737, -232.323120117,  80.201713562, 6959.98828125, 2.21509647369, -3.41440176964
        0.309, -0.00175625097472, 0.455304145813, -0.0655691549182, -232.809509277, 70.7865829468, 6920.83789062, 1.99054312706, -2.98818325996
         0.31, -0.00179639586713, 0.46083894372, -0.0578231029212, -233.623596191, 61.1330490112, 6877.87841797, 1.75615465641, -2.55544638634
        0.311, -0.00183534738608, 0.465564608574, -0.0497584380209, -234.642486572, 51.2605552673, 6831.34423828, 1.51319217682, -2.11766719818
        0.312, -0.00187203183305, 0.469482392073, -0.0413939319551, -235.730178833, 41.2052154541, 6781.47753906, 1.26272964478, -1.67716360092
        0.313, -0.00190595898312, 0.472593426704, -0.0327485091984, -236.763122559, 31.0195846558, 6728.52636719, 1.00567293167, -1.23703229427
        0.314, -0.00193707819562, 0.47490349412, -0.0238412059844, -237.640167236, 20.7690734863, 6672.74609375, 0.742788910866, -0.80092549324
        0.315, -0.00196567759849, 0.476423352957, -0.0146912643686, -238.288253784, 10.5263586044, 6614.39453125, 0.474758595228, -0.372732013464
        0.316, -0.0019922638312, 0.477168887854, -0.00531835760921, -238.663848877, 0.36520075798,   6553.734375, 0.202239379287, 0.0437590703368
        0.317, -0.00201745005324, 0.477160811424, 0.00425720168278, -238.678146362, -9.64513874054, 6491.03076172, -0.0740814357996, 0.445148169994
        0.318, -0.00204268773086, 0.476425409317, 0.0140142235905, -238.113479614, -19.4440937042, 6426.54931641, -0.353446990252, 0.828629136086
        0.319, -0.00206966861151, 0.475001960993, 0.0239308699965, -237.077590942, -28.9824962616, 6360.55712891, -0.635024428368, 1.19209861755
         0.32, -0.00209951354191, 0.472926616669, 0.0339845269918, -235.709335327, -38.2237510681, 6293.31982422, -0.917899310589,  1.5341848135
        0.321, -0.00213278317824, 0.470231115818, 0.0441515222192, -234.157653809, -47.1434783936, 6225.10205078, -1.20107865334, 1.85420238972
        0.322, -0.00216946308501, 0.466943651438, 0.0544071905315, -232.561523438, -55.7282981873, 6156.16650391, -1.48351240158, 2.15206646919
        0.323, -0.00220903055742, 0.463090240955, 0.0647260099649, -231.035140991, -63.9739189148, 6086.77246094, -1.76412463188, 2.42817497253
        0.324, -0.00225057592615, 0.458696395159, 0.0750818625093, -229.659362793, -71.8828277588, 6017.17529297, -2.0418484211, 2.68328046799
        0.325, -0.00229295087047, 0.453788369894, 0.085448294878, -228.479003906, -79.4618911743, 5947.62646484, -2.31566023827, 2.91836285591
        0.326, -0.00233491812833, 0.44839400053, 0.0957988128066, -227.505096436, -86.7202148438, 5878.37158203, -2.5846092701, 3.13452076912
        0.327, -0.00237528560683, 0.442542999983, 0.106107100844, -226.720611572, -93.6674957275, 5809.64941406, -2.84783864021, 3.33288788795
        0.328, -0.00241301138885, 0.436266809702, 0.116347253323, -226.08795166, -100.312866211, 5741.69335938, -3.10459971428, 3.51457977295
        0.329, -0.00244727311656, 0.42959818244, 0.126493886113, -225.557052612, -106.664413452, 5674.72851562, -3.35425543785, 3.68066573143
