Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,My_L1,Mz_L1
        1.275,             0, -9.48999977112,             0, -1.58309841156, 5135.97851562,          6000, -60.7722969055, -15.0988101959, -0.103670783341
          1.3,             0, -9.47999954224,             0, -1.58566367626, 5135.74902344,          6000, -60.7702941895, -15.0989131927, -0.243705570698
        1.325,             0, -9.47000026703,             0, -1.58823370934, 5135.51660156,          6000, -60.7682609558, -15.0990171432, -0.384013742208
         1.35,             0, -9.46000003815,             0, -1.59080839157,    5135.28125,          6000, -60.7662010193, -15.0991201401, -0.524595677853
        1.375,             0, -9.44999980927,             0, -1.59338784218, 5135.04248047,          6000, -60.7641181946, -15.0992240906, -0.66545188427
          1.4,             0, -9.43999958038,             0, -1.59597194195, 5134.80126953,          6000, -60.7620048523, -15.0993270874, -0.806582570076
        1.425,             0, -9.43000030518,             0, -1.59856081009, 5134.55664062,          6000, -60.7598686218, -15.0994300842, -0.947988331318
         1.45,             0, -9.42000007629,             0, -1.60115432739, 5134.30859375,          6000, -60.7577018738, -15.0995330811, -1.08966934681
        1.475,             0, -9.40999984741,             0, -1.60375273228, 5134.05761719,          6000, -60.7555084229, -15.0996360779, -1.2316262722
          1.5,             0, -9.39999961853,             0, -1.60635578632, 5133.80371094,          6000, -60.753288269, -15.099738121, -1.37385928631
        1.525,             0, -9.39000034332,             0, -1.60896372795, 5133.54638672,          6000, -60.7510414124, -15.0998411179, -1.51636886597
         1.55,             0, -9.38000011444,             0, -1.61157631874, 5133.28613281,          6000, -60.7487640381, -15.099943161, -1.65915548801
        1.575,             0, -9.36999988556,             0, -1.61419379711, 5133.02246094,          6000, -60.7464599609, -15.1000452042, -1.80221927166
