Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,My_L1,Mz_L1
        4.025,             0,             0, -3.3900001049,  19.488615036, 277.334106445,          4000,   67.79271698, -10.5156106949, 10.9770507812
         4.05,             0,             0, -3.38000011444, 19.4885902405, 276.720062256,          4000, 67.5601425171, -10.5156126022, 10.9453134537
        4.075,             0,             0, -3.36999988556, 19.4885654449, 276.105987549,          4000, 67.3275604248, -10.5156145096, 10.9135742188
          4.1,             0,             0, -3.3599998951, 19.4885406494, 275.491912842,          4000, 67.0949783325, -10.5156164169, 10.8818340302
        4.125,             0,             0, -3.34999990463, 19.4885139465, 274.877838135,          4000, 66.8624038696, -10.5156183243, 10.8500928879
         4.15,             0,             0, -3.33999991417,  19.488489151, 274.263763428,          4000, 66.6298217773, -10.5156202316, 10.8183498383
        4.175,             0,             0, -3.32999992371, 19.4884643555, 273.649688721,          4000, 66.3972396851, -10.5156230927, 10.7866067886
          4.2,             0,             0, -3.31999993324, 19.4884395599, 273.035614014,          4000, 66.1646652222,    -10.515625, 10.7548618317
        4.225,             0,             0, -3.30999994278, 19.4884147644, 272.421539307,          4000, 65.9320831299, -10.5156269073,  10.723115921
         4.25,             0,             0, -3.29999995232, 19.4883918762, 271.807434082,          4000, 65.6995010376, -10.5156288147, 10.6913690567
        4.275,             0,             0, -3.28999996185, 19.4883670807, 271.193359375,          4000, 65.4669189453, -10.515630722,  10.659620285
          4.3,             0,             0, -3.27999997139, 19.4883422852, 270.579284668,          4000,  65.234336853, -10.5156326294, 10.6278715134
        4.325,             0,             0, -3.26999998093, 19.4883174896, 269.965179443,          4000, 65.0017623901, -10.5156345367, 10.5961208344
         4.35,             0,             0, -3.25999999046, 19.4882946014, 269.351104736,          4000, 64.7691802979, -10.5156364441, 10.5643692017
        4.375,             0,             0,         -3.25, 19.4882698059, 268.736999512,          4000, 64.5365982056, -10.5156373978, 10.5326166153
          4.4,             0,             0, -3.24000000954, 19.4882450104, 268.122924805,          4000, 64.3040161133, -10.5156393051, 10.5008621216
        4.425,             0,             0, -3.23000001907, 19.4882221222,  267.50881958,          4000,  64.071434021, -10.5156412125, 10.4691076279
         4.45,             0,             0, -3.22000002861, 19.4881973267, 266.894714355,          4000, 63.8388557434, -10.5156431198, 10.4373512268
        4.475,             0,             0, -3.21000003815, 19.4881744385, 266.280609131,          4000, 63.6062736511, -10.5156450272, 10.4055938721
          4.5,             0,             0, -3.20000004768, 19.4881515503, 265.666503906,          4000, 63.3736915588, -10.5156469345, 10.3738365173
        4.525,             0,             0, -3.19000005722, 19.4881267548, 265.052429199,          4000, 63.1411094666, -10.5156488419, 10.3420763016
         4.55,             0,             0, -3.18000006676, 19.4881038666, 264.438323975,          4000, 62.9085273743, -10.5156507492, 10.3103160858
        4.575,             0,             0, -3.17000007629, 19.4880809784, 263.824188232,          4000,  62.675945282, -10.5156526566, 10.2785549164
          4.6,             0,             0, -3.16000008583, 19.4880580902, 263.210083008,          4000, 62.4433631897, -10.5156545639, 10.2467927933
        4.625,             0,             0, -3.15000009537,  19.488035202, 262.595977783,          4000, 62.2107810974, -10.5156564713, 10.2150287628
         4.65,             0,             0, -3.1400001049, 19.4880104065, 261.981872559,          4000, 61.9781990051, -10.5156583786, 10.1832647324
        4.675,             0,             0, -3.13000011444, 19.4879875183, 261.367736816,          4000, 61.7456169128, -10.5156602859, 10.1514987946
          4.7,             0,             0, -3.11999988556, 19.4879646301, 260.753631592,          4000, 61.5130348206, -10.5156612396, 10.1197319031
